email_id,rfq_id,vendor_id,direction,timestamp,from_email,to_email,subject,body_snippet,bid_amount_usd,delivery_days
EML-00279,RFQ-0018,V019,outbound,2024-12-22 09:15:00,procurement@meridian-industrial.com,daniel@emeraldislec.com,Request for Quotation – RFQ-0018 – Mechanical Parts,"Dear Daniel, please find attached our RFQ RFQ-0018 for Mechanical Parts components. Bid deadline: 2025-01-06. Target delivery: 2025-02-04. Please confirm receipt.",,
EML-00280,RFQ-0018,V019,inbound,2024-12-23 15:50:00,daniel@emeraldislec.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0018,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-01-06. We are pleased to support Meridian's requirements.,,
EML-00281,RFQ-0018,V019,inbound,2025-01-06 15:11:00,daniel@emeraldislec.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0018 – Emerald Isle Castings Ltd,"Dear Procurement Team, please find our quotation for RFQ-0018. Unit price: USD 439.95. Total: USD 52,794.00. Lead time: 43 days. Valid 30 days. We look forward to your favourable consideration.",52794.0,43.0
EML-00282,RFQ-0018,V017,outbound,2024-12-22 09:15:00,procurement@meridian-industrial.com,amy@türkmakinaaş.com,Request for Quotation – RFQ-0018 – Mechanical Parts,"Dear Amy, please find attached our RFQ RFQ-0018 for Mechanical Parts components. Bid deadline: 2025-01-06. Target delivery: 2025-01-31. Please confirm receipt.",,
EML-00283,RFQ-0018,V017,inbound,2024-12-24 15:30:00,amy@türkmakinaaş.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0018,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-01-06. We are pleased to support Meridian's requirements.,,
EML-00284,RFQ-0018,V017,inbound,2025-01-04 15:55:00,amy@türkmakinaaş.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0018 – Türk Makina A.Ş.,"Dear Procurement Team, please find our quotation for RFQ-0018. Unit price: USD 396.98. Total: USD 47,637.60. Lead time: 22 days. Valid 30 days. We look forward to your favourable consideration.",47637.6,22.0
EML-00285,RFQ-0018,V024,outbound,2024-12-22 09:15:00,procurement@meridian-industrial.com,tim@baltictechua.com,Request for Quotation – RFQ-0018 – Mechanical Parts,"Dear Tim, please find attached our RFQ RFQ-0018 for Mechanical Parts components. Bid deadline: 2025-01-06. Target delivery: 2025-01-26. Please confirm receipt.",,
EML-00286,RFQ-0018,V024,inbound,2024-12-24 17:10:00,tim@baltictechua.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0018,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-01-06. We are pleased to support Meridian's requirements.,,
EML-00287,RFQ-0018,V024,inbound,2025-01-04 17:02:00,tim@baltictechua.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0018 – BalticTech UAB,"Dear Procurement Team, please find our quotation for RFQ-0018. Unit price: USD 423.65. Total: USD 50,838.00. Lead time: 24 days. Valid 30 days. We look forward to your favourable consideration.",50838.0,24.0
EML-00288,RFQ-0018,V009,outbound,2024-12-22 09:15:00,procurement@meridian-industrial.com,nathan@fischersöhne.com,Request for Quotation – RFQ-0018 – Mechanical Parts,"Dear Nathan, please find attached our RFQ RFQ-0018 for Mechanical Parts components. Bid deadline: 2025-01-06. Target delivery: 2025-01-30. Please confirm receipt.",,
EML-00289,RFQ-0018,V009,inbound,2024-12-24 14:26:00,nathan@fischersöhne.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0018,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-01-06. We are pleased to support Meridian's requirements.,,
EML-00290,RFQ-0018,V009,inbound,2025-01-04 09:22:00,nathan@fischersöhne.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0018 – Fischer & Söhne KG,"Dear Procurement Team, please find our quotation for RFQ-0018. Unit price: USD 413.84. Total: USD 49,660.80. Lead time: 51 days. Valid 30 days. We look forward to your favourable consideration.",49660.8,51.0
EML-00291,RFQ-0018,V007,outbound,2024-12-22 09:15:00,procurement@meridian-industrial.com,jessica@nakamuratool.com,Request for Quotation – RFQ-0018 – Mechanical Parts,"Dear Jessica, please find attached our RFQ RFQ-0018 for Mechanical Parts components. Bid deadline: 2025-01-06. Target delivery: 2025-01-29. Please confirm receipt.",,
EML-00292,RFQ-0018,V022,outbound,2024-12-22 09:15:00,procurement@meridian-industrial.com,stephen@andeanprecis.com,Request for Quotation – RFQ-0018 – Mechanical Parts,"Dear Stephen, please find attached our RFQ RFQ-0018 for Mechanical Parts components. Bid deadline: 2025-01-06. Target delivery: 2025-02-05. Please confirm receipt.",,
EML-00293,RFQ-0019,V006,outbound,2024-12-21 09:15:00,procurement@meridian-industrial.com,andrew@brightsparke.com,Request for Quotation – RFQ-0019 – Electrical Components,"Dear Andrew, please find attached our RFQ RFQ-0019 for Electrical Components components. Bid deadline: 2025-01-06. Target delivery: 2025-01-28. Please confirm receipt.",,
EML-00294,RFQ-0019,V002,outbound,2024-12-21 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectr.com,Request for Quotation – RFQ-0019 – Electrical Components,"Dear Lance, please find attached our RFQ RFQ-0019 for Electrical Components components. Bid deadline: 2025-01-06. Target delivery: 2025-01-28. Please confirm receipt.",,
EML-00295,RFQ-0019,V002,inbound,2024-12-22 16:58:00,lance@tanakaelectr.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0019,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-01-06. We are pleased to support Meridian's requirements.,,
EML-00296,RFQ-0019,V002,inbound,2025-01-04 17:48:00,lance@tanakaelectr.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0019 – Tanaka Electrical KK,"Dear Procurement Team, please find our quotation for RFQ-0019. Unit price: USD 534.32. Total: USD 139,457.52. Lead time: 35 days. Valid 30 days. We look forward to your favourable consideration.",139457.52,35.0
EML-00297,RFQ-0019,V018,outbound,2024-12-21 09:15:00,procurement@meridian-industrial.com,jennifer@guangzhoumec.com,Request for Quotation – RFQ-0019 – Electrical Components,"Dear Jennifer, please find attached our RFQ RFQ-0019 for Electrical Components components. Bid deadline: 2025-01-06. Target delivery: 2025-02-04. Please confirm receipt.",,
EML-00298,RFQ-0019,V018,inbound,2024-12-22 14:14:00,jennifer@guangzhoumec.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0019,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-01-06. We are pleased to support Meridian's requirements.,,
EML-00299,RFQ-0019,V018,inbound,2025-01-05 15:21:00,jennifer@guangzhoumec.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0019 – Guangzhou Mech & Elec Co.,"Dear Procurement Team, please find our quotation for RFQ-0019. Unit price: USD 492.35. Total: USD 128,503.35. Lead time: 39 days. Valid 30 days. We look forward to your favourable consideration.",128503.35,39.0
EML-00300,RFQ-0019,V016,outbound,2024-12-21 09:15:00,procurement@meridian-industrial.com,james@precisionarc.com,Request for Quotation – RFQ-0019 – Electrical Components,"Dear James, please find attached our RFQ RFQ-0019 for Electrical Components components. Bid deadline: 2025-01-06. Target delivery: 2025-01-30. Please confirm receipt.",,
EML-00301,RFQ-0019,V021,outbound,2024-12-21 09:15:00,procurement@meridian-industrial.com,terry@heliosmicros.com,Request for Quotation – RFQ-0019 – Electrical Components,"Dear Terry, please find attached our RFQ RFQ-0019 for Electrical Components components. Bid deadline: 2025-01-06. Target delivery: 2025-02-02. Please confirm receipt.",,
EML-00302,RFQ-0019,V013,outbound,2024-12-21 09:15:00,procurement@meridian-industrial.com,john@vantagesenso.com,Request for Quotation – RFQ-0019 – Electrical Components,"Dear John, please find attached our RFQ RFQ-0019 for Electrical Components components. Bid deadline: 2025-01-06. Target delivery: 2025-02-02. Please confirm receipt.",,
EML-00303,RFQ-0019,V011,outbound,2024-12-21 09:15:00,procurement@meridian-industrial.com,lisa@solarispower.com,Request for Quotation – RFQ-0019 – Electrical Components,"Dear Lisa, please find attached our RFQ RFQ-0019 for Electrical Components components. Bid deadline: 2025-01-06. Target delivery: 2025-02-03. Please confirm receipt.",,
EML-00304,RFQ-0019,V011,inbound,2025-01-06 13:21:00,lisa@solarispower.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0019 – Solaris Power Components,"Dear Procurement Team, please find our quotation for RFQ-0019. Unit price: USD 458.96. Total: USD 119,788.56. Lead time: 52 days. Valid 30 days. We look forward to your favourable consideration.",119788.56,52.0
EML-00305,RFQ-0020,V020,outbound,2025-02-18 09:15:00,procurement@meridian-industrial.com,brandy@rajasthanrar.com,Request for Quotation – RFQ-0020 – Raw Materials,"Dear Brandy, please find attached our RFQ RFQ-0020 for Raw Materials components. Bid deadline: 2025-03-07. Target delivery: 2025-03-31. Please confirm receipt.",,
EML-00306,RFQ-0020,V020,inbound,2025-02-20 14:13:00,brandy@rajasthanrar.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0020,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-03-07. We are pleased to support Meridian's requirements.,,
EML-00307,RFQ-0020,V020,inbound,2025-03-04 12:05:00,brandy@rajasthanrar.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0020 – Rajasthan Rare Earths Ltd,"Dear Procurement Team, please find our quotation for RFQ-0020. Unit price: USD 287.04. Total: USD 81,232.32. Lead time: 50 days. Valid 30 days. We look forward to your favourable consideration.",81232.32,50.0
EML-00308,RFQ-0020,V015,outbound,2025-02-18 09:15:00,procurement@meridian-industrial.com,shannon@nordicsteela.com,Request for Quotation – RFQ-0020 – Raw Materials,"Dear Shannon, please find attached our RFQ RFQ-0020 for Raw Materials components. Bid deadline: 2025-03-07. Target delivery: 2025-03-26. Please confirm receipt.",,
EML-00309,RFQ-0020,V015,inbound,2025-02-20 08:11:00,shannon@nordicsteela.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0020,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-03-07. We are pleased to support Meridian's requirements.,,
EML-00310,RFQ-0020,V015,inbound,2025-03-06 15:03:00,shannon@nordicsteela.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0020 – Nordic Steel AS,"Dear Procurement Team, please find our quotation for RFQ-0020. Unit price: USD 273.51. Total: USD 77,403.33. Lead time: 14 days. Valid 30 days. We look forward to your favourable consideration.",77403.33,14.0
EML-00311,RFQ-0020,V012,outbound,2025-02-18 09:15:00,procurement@meridian-industrial.com,alex@indracopperw.com,Request for Quotation – RFQ-0020 – Raw Materials,"Dear Alex, please find attached our RFQ RFQ-0020 for Raw Materials components. Bid deadline: 2025-03-07. Target delivery: 2025-03-21. Please confirm receipt.",,
EML-00312,RFQ-0020,V012,inbound,2025-02-20 14:10:00,alex@indracopperw.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0020,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-03-07. We are pleased to support Meridian's requirements.,,
EML-00313,RFQ-0020,V012,inbound,2025-03-07 10:55:00,alex@indracopperw.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0020 – Indra Copper Works,"Dear Procurement Team, please find our quotation for RFQ-0020. Unit price: USD 277.03. Total: USD 78,399.49. Lead time: 23 days. Valid 30 days. We look forward to your favourable consideration.",78399.49,23.0
EML-00314,RFQ-0020,V014,outbound,2025-02-18 09:15:00,procurement@meridian-industrial.com,amy@coastalalloy.com,Request for Quotation – RFQ-0020 – Raw Materials,"Dear Amy, please find attached our RFQ RFQ-0020 for Raw Materials components. Bid deadline: 2025-03-07. Target delivery: 2025-04-03. Please confirm receipt.",,
EML-00315,RFQ-0020,V014,inbound,2025-03-04 12:12:00,amy@coastalalloy.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0020 – Coastal Alloys Pty Ltd,"Dear Procurement Team, please find our quotation for RFQ-0020. Unit price: USD 280.81. Total: USD 79,469.23. Lead time: 39 days. Valid 30 days. We look forward to your favourable consideration.",79469.23,39.0
EML-00316,RFQ-0020,V008,outbound,2025-02-18 09:15:00,procurement@meridian-industrial.com,zachary@deltacomposi.com,Request for Quotation – RFQ-0020 – Raw Materials,"Dear Zachary, please find attached our RFQ RFQ-0020 for Raw Materials components. Bid deadline: 2025-03-07. Target delivery: 2025-03-25. Please confirm receipt.",,
EML-00317,RFQ-0020,V008,inbound,2025-02-20 17:51:00,zachary@deltacomposi.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0020,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-03-07. We are pleased to support Meridian's requirements.,,
EML-00318,RFQ-0020,V008,inbound,2025-03-06 12:41:00,zachary@deltacomposi.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0020 – Delta Composites Inc.,"Dear Procurement Team, please find our quotation for RFQ-0020. Unit price: USD 256.20. Total: USD 72,504.60. Lead time: 15 days. Valid 30 days. We look forward to your favourable consideration.",72504.6,15.0
EML-00319,RFQ-0020,V005,outbound,2025-02-18 09:15:00,procurement@meridian-industrial.com,henry@cerronegrome.com,Request for Quotation – RFQ-0020 – Raw Materials,"Dear Henry, please find attached our RFQ RFQ-0020 for Raw Materials components. Bid deadline: 2025-03-07. Target delivery: 2025-04-04. Please confirm receipt.",,
EML-00320,RFQ-0020,V003,outbound,2025-02-18 09:15:00,procurement@meridian-industrial.com,gabrielle@patelalloysp.com,Request for Quotation – RFQ-0020 – Raw Materials,"Dear Gabrielle, please find attached our RFQ RFQ-0020 for Raw Materials components. Bid deadline: 2025-03-07. Target delivery: 2025-03-30. Please confirm receipt.",,
EML-00321,RFQ-0020,V003,inbound,2025-02-19 14:15:00,gabrielle@patelalloysp.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0020,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-03-07. We are pleased to support Meridian's requirements.,,
EML-00322,RFQ-0020,V003,inbound,2025-03-06 09:25:00,gabrielle@patelalloysp.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0020 – Patel Alloys Pvt Ltd,"Dear Procurement Team, please find our quotation for RFQ-0020. Unit price: USD 267.26. Total: USD 75,634.58. Lead time: 46 days. Valid 30 days. We look forward to your favourable consideration.",75634.58,46.0
EML-00323,RFQ-0020,V023,outbound,2025-02-18 09:15:00,procurement@meridian-industrial.com,rebecca@saharaindust.com,Request for Quotation – RFQ-0020 – Raw Materials,"Dear Rebecca, please find attached our RFQ RFQ-0020 for Raw Materials components. Bid deadline: 2025-03-07. Target delivery: 2025-03-22. Please confirm receipt.",,
EML-00324,RFQ-0021,V011,outbound,2025-03-04 09:15:00,procurement@meridian-industrial.com,lisa@solarispower.com,Request for Quotation – RFQ-0021 – Electrical Components,"Dear Lisa, please find attached our RFQ RFQ-0021 for Electrical Components components. Bid deadline: 2025-03-17. Target delivery: 2025-04-03. Please confirm receipt.",,
EML-00325,RFQ-0021,V011,inbound,2025-03-17 16:02:00,lisa@solarispower.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0021 – Solaris Power Components,"Dear Procurement Team, please find our quotation for RFQ-0021. Unit price: USD 425.97. Total: USD 157,608.90. Lead time: 23 days. Valid 30 days. We look forward to your favourable consideration.",157608.9,23.0
EML-00326,RFQ-0021,V018,outbound,2025-03-04 09:15:00,procurement@meridian-industrial.com,jennifer@guangzhoumec.com,Request for Quotation – RFQ-0021 – Electrical Components,"Dear Jennifer, please find attached our RFQ RFQ-0021 for Electrical Components components. Bid deadline: 2025-03-17. Target delivery: 2025-04-02. Please confirm receipt.",,
EML-00327,RFQ-0021,V018,inbound,2025-03-06 14:21:00,jennifer@guangzhoumec.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0021,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-03-17. We are pleased to support Meridian's requirements.,,
EML-00328,RFQ-0021,V018,inbound,2025-03-14 15:31:00,jennifer@guangzhoumec.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0021 – Guangzhou Mech & Elec Co.,"Dear Procurement Team, please find our quotation for RFQ-0021. Unit price: USD 370.52. Total: USD 137,092.40. Lead time: 30 days. Valid 30 days. We look forward to your favourable consideration.",137092.4,30.0
EML-00329,RFQ-0021,V016,outbound,2025-03-04 09:15:00,procurement@meridian-industrial.com,james@precisionarc.com,Request for Quotation – RFQ-0021 – Electrical Components,"Dear James, please find attached our RFQ RFQ-0021 for Electrical Components components. Bid deadline: 2025-03-17. Target delivery: 2025-04-02. Please confirm receipt.",,
EML-00330,RFQ-0021,V016,inbound,2025-03-05 15:08:00,james@precisionarc.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0021,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-03-17. We are pleased to support Meridian's requirements.,,
EML-00331,RFQ-0021,V016,inbound,2025-03-14 09:34:00,james@precisionarc.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0021 – Precision Arc Systems,"Dear Procurement Team, please find our quotation for RFQ-0021. Unit price: USD 346.51. Total: USD 128,208.70. Lead time: 28 days. Valid 30 days. We look forward to your favourable consideration.",128208.7,28.0
EML-00332,RFQ-0021,V021,outbound,2025-03-04 09:15:00,procurement@meridian-industrial.com,terry@heliosmicros.com,Request for Quotation – RFQ-0021 – Electrical Components,"Dear Terry, please find attached our RFQ RFQ-0021 for Electrical Components components. Bid deadline: 2025-03-17. Target delivery: 2025-04-05. Please confirm receipt.",,
EML-00333,RFQ-0021,V013,outbound,2025-03-04 09:15:00,procurement@meridian-industrial.com,john@vantagesenso.com,Request for Quotation – RFQ-0021 – Electrical Components,"Dear John, please find attached our RFQ RFQ-0021 for Electrical Components components. Bid deadline: 2025-03-17. Target delivery: 2025-03-31. Please confirm receipt.",,
EML-00334,RFQ-0021,V013,inbound,2025-03-05 15:22:00,john@vantagesenso.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0021,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-03-17. We are pleased to support Meridian's requirements.,,
EML-00335,RFQ-0021,V013,inbound,2025-03-16 16:41:00,john@vantagesenso.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0021 – Vantage Sensors GmbH,"Dear Procurement Team, please find our quotation for RFQ-0021. Unit price: USD 388.61. Total: USD 143,785.70. Lead time: 50 days. Valid 30 days. We look forward to your favourable consideration.",143785.7,50.0
EML-00336,RFQ-0021,V002,outbound,2025-03-04 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectr.com,Request for Quotation – RFQ-0021 – Electrical Components,"Dear Lance, please find attached our RFQ RFQ-0021 for Electrical Components components. Bid deadline: 2025-03-17. Target delivery: 2025-04-03. Please confirm receipt.",,
EML-00337,RFQ-0021,V002,inbound,2025-03-06 15:03:00,lance@tanakaelectr.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0021,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-03-17. We are pleased to support Meridian's requirements.,,
EML-00338,RFQ-0021,V002,inbound,2025-03-17 09:01:00,lance@tanakaelectr.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0021 – Tanaka Electrical KK,"Dear Procurement Team, please find our quotation for RFQ-0021. Unit price: USD 399.46. Total: USD 147,800.20. Lead time: 22 days. Valid 30 days. We look forward to your favourable consideration.",147800.2,22.0
EML-00339,RFQ-0021,V006,outbound,2025-03-04 09:15:00,procurement@meridian-industrial.com,andrew@brightsparke.com,Request for Quotation – RFQ-0021 – Electrical Components,"Dear Andrew, please find attached our RFQ RFQ-0021 for Electrical Components components. Bid deadline: 2025-03-17. Target delivery: 2025-03-31. Please confirm receipt.",,
EML-00340,RFQ-0021,V006,inbound,2025-03-05 09:14:00,andrew@brightsparke.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0021,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2025-03-17. We are pleased to support Meridian's requirements.,,
EML-00341,RFQ-0021,V006,inbound,2025-03-17 13:20:00,andrew@brightsparke.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0021 – Bright Spark Electronics Ltd,"Dear Procurement Team, please find our quotation for RFQ-0021. Unit price: USD 346.16. Total: USD 128,079.20. Lead time: 16 days. Valid 30 days. We look forward to your favourable consideration.",128079.2,16.0
EML-00342,RFQ-0022,V020,outbound,2024-02-03 09:15:00,procurement@meridian-industrial.com,brandy@rajasthanrar.com,Request for Quotation – RFQ-0022 – Raw Materials,"Dear Brandy, please find attached our RFQ RFQ-0022 for Raw Materials components. Bid deadline: 2024-02-16. Target delivery: 2024-03-11. Please confirm receipt.",,
EML-00343,RFQ-0022,V020,inbound,2024-02-04 15:14:00,brandy@rajasthanrar.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0022,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-02-16. We are pleased to support Meridian's requirements.,,
EML-00344,RFQ-0022,V020,inbound,2024-02-16 12:49:00,brandy@rajasthanrar.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0022 – Rajasthan Rare Earths Ltd,"Dear Procurement Team, please find our quotation for RFQ-0022. Unit price: USD 213.01. Total: USD 44,945.11. Lead time: 36 days. Valid 30 days. We look forward to your favourable consideration.",44945.11,36.0
EML-00345,RFQ-0022,V012,outbound,2024-02-03 09:15:00,procurement@meridian-industrial.com,alex@indracopperw.com,Request for Quotation – RFQ-0022 – Raw Materials,"Dear Alex, please find attached our RFQ RFQ-0022 for Raw Materials components. Bid deadline: 2024-02-16. Target delivery: 2024-03-04. Please confirm receipt.",,
EML-00346,RFQ-0022,V012,inbound,2024-02-15 10:21:00,alex@indracopperw.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0022 – Indra Copper Works,"Dear Procurement Team, please find our quotation for RFQ-0022. Unit price: USD 211.06. Total: USD 44,533.66. Lead time: 54 days. Valid 30 days. We look forward to your favourable consideration.",44533.66,54.0
EML-00347,RFQ-0022,V003,outbound,2024-02-03 09:15:00,procurement@meridian-industrial.com,gabrielle@patelalloysp.com,Request for Quotation – RFQ-0022 – Raw Materials,"Dear Gabrielle, please find attached our RFQ RFQ-0022 for Raw Materials components. Bid deadline: 2024-02-16. Target delivery: 2024-03-11. Please confirm receipt.",,
EML-00348,RFQ-0022,V003,inbound,2024-02-13 16:37:00,gabrielle@patelalloysp.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0022 – Patel Alloys Pvt Ltd,"Dear Procurement Team, please find our quotation for RFQ-0022. Unit price: USD 205.90. Total: USD 43,444.90. Lead time: 24 days. Valid 30 days. We look forward to your favourable consideration.",43444.9,24.0
EML-00349,RFQ-0022,V005,outbound,2024-02-03 09:15:00,procurement@meridian-industrial.com,henry@cerronegrome.com,Request for Quotation – RFQ-0022 – Raw Materials,"Dear Henry, please find attached our RFQ RFQ-0022 for Raw Materials components. Bid deadline: 2024-02-16. Target delivery: 2024-03-01. Please confirm receipt.",,
EML-00350,RFQ-0022,V005,inbound,2024-02-04 12:15:00,henry@cerronegrome.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0022,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-02-16. We are pleased to support Meridian's requirements.,,
EML-00351,RFQ-0022,V005,inbound,2024-02-13 14:13:00,henry@cerronegrome.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0022 – Cerro Negro Metals SA,"Dear Procurement Team, please find our quotation for RFQ-0022. Unit price: USD 195.80. Total: USD 41,313.80. Lead time: 19 days. Valid 30 days. We look forward to your favourable consideration.",41313.8,19.0
EML-00352,RFQ-0022,V014,outbound,2024-02-03 09:15:00,procurement@meridian-industrial.com,amy@coastalalloy.com,Request for Quotation – RFQ-0022 – Raw Materials,"Dear Amy, please find attached our RFQ RFQ-0022 for Raw Materials components. Bid deadline: 2024-02-16. Target delivery: 2024-03-08. Please confirm receipt.",,
EML-00353,RFQ-0022,V014,inbound,2024-02-13 14:41:00,amy@coastalalloy.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0022 – Coastal Alloys Pty Ltd,"Dear Procurement Team, please find our quotation for RFQ-0022. Unit price: USD 210.63. Total: USD 44,442.93. Lead time: 43 days. Valid 30 days. We look forward to your favourable consideration.",44442.93,43.0
EML-00354,RFQ-0022,V015,outbound,2024-02-03 09:15:00,procurement@meridian-industrial.com,shannon@nordicsteela.com,Request for Quotation – RFQ-0022 – Raw Materials,"Dear Shannon, please find attached our RFQ RFQ-0022 for Raw Materials components. Bid deadline: 2024-02-16. Target delivery: 2024-03-01. Please confirm receipt.",,
EML-00355,RFQ-0022,V015,inbound,2024-02-05 13:15:00,shannon@nordicsteela.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0022,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-02-16. We are pleased to support Meridian's requirements.,,
EML-00356,RFQ-0022,V015,inbound,2024-02-15 17:55:00,shannon@nordicsteela.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0022 – Nordic Steel AS,"Dear Procurement Team, please find our quotation for RFQ-0022. Unit price: USD 204.61. Total: USD 43,172.71. Lead time: 24 days. Valid 30 days. We look forward to your favourable consideration.",43172.71,24.0
EML-00357,RFQ-0022,V023,outbound,2024-02-03 09:15:00,procurement@meridian-industrial.com,rebecca@saharaindust.com,Request for Quotation – RFQ-0022 – Raw Materials,"Dear Rebecca, please find attached our RFQ RFQ-0022 for Raw Materials components. Bid deadline: 2024-02-16. Target delivery: 2024-03-11. Please confirm receipt.",,
EML-00358,RFQ-0022,V023,inbound,2024-02-04 09:55:00,rebecca@saharaindust.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0022,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-02-16. We are pleased to support Meridian's requirements.,,
EML-00359,RFQ-0022,V023,inbound,2024-02-13 10:37:00,rebecca@saharaindust.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0022 – Sahara Industrial FZE,"Dear Procurement Team, please find our quotation for RFQ-0022. Unit price: USD 217.15. Total: USD 45,818.65. Lead time: 15 days. Valid 30 days. We look forward to your favourable consideration.",45818.65,15.0
EML-00360,RFQ-0022,V008,outbound,2024-02-03 09:15:00,procurement@meridian-industrial.com,zachary@deltacomposi.com,Request for Quotation – RFQ-0022 – Raw Materials,"Dear Zachary, please find attached our RFQ RFQ-0022 for Raw Materials components. Bid deadline: 2024-02-16. Target delivery: 2024-03-07. Please confirm receipt.",,
EML-00361,RFQ-0022,V008,inbound,2024-02-04 14:46:00,zachary@deltacomposi.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0022,Thank you for your RFQ. We confirm receipt and will submit our competitive quotation before 2024-02-16. We are pleased to support Meridian's requirements.,,
EML-00362,RFQ-0022,V008,inbound,2024-02-13 17:28:00,zachary@deltacomposi.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0022 – Delta Composites Inc.,"Dear Procurement Team, please find our quotation for RFQ-0022. Unit price: USD 187.34. Total: USD 39,528.74. Lead time: 28 days. Valid 30 days. We look forward to your favourable consideration.",39528.74,28.0
EML-00363,RFQ-0023,V021,outbound,2024-02-07 09:15:00,procurement@meridian-industrial.com,terry@heliosmicros.com,Request for Quotation – RFQ-0023 – Electrical Components,"Dear Terry, please find attached our RFQ RFQ-0023 for Electrical Components components. Bid deadline: 2024-02-22. Target delivery: 2024-03-20. Please confirm receipt.",,
EML-00364,RFQ-0023,V021,inbound,2024-02-19 16:09:00,terry@heliosmicros.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0023 – Helios Micro Systems,"Dear Procurement Team, please find our quotation for RFQ-0023. Unit price: USD 54.77. Total: USD 7,174.87. Lead time: 48 days. Valid 30 days. We look forward to your favourable consideration.",7174.87,48.0
