snapshot_id,vendor_id,vendor_name,month,month_index,relationship_arc,price_index,on_time_delivery_rate,response_rate,quality_score,n_rfqs_invited,n_rfqs_responded,n_bids_submitted,n_pos_won,win_rate_6mo,capacity_utilization,defect_rate_ppm,payment_pct_on_time,payment_avg_days_late
VP-V020-202408,V020,Rajasthan Rare Earths Ltd,2024-08-01,7,improving,0.93,1.0,0.777,7.82,2,1,1,1,0.333,70.2,487.0,0.0,5.0
VP-V021-202408,V021,Helios Micro Systems,2024-08-01,7,new_proving,0.988,1.0,0.792,8.06,6,5,5,3,0.448,59.7,324.0,0.667,0.3
VP-V022-202408,V022,Andean Precision SRL,2024-08-01,7,new_proving,0.854,0.892,0.729,6.59,3,1,1,0,0.118,67.3,371.0,,
VP-V023-202408,V023,Sahara Industrial FZE,2024-08-01,7,new_proving,0.89,0.726,0.737,6.5,2,2,2,0,0.0,80.0,441.0,,
VP-V024-202408,V024,BalticTech UAB,2024-08-01,7,new_proving,0.969,0.0,0.86,7.72,3,2,2,2,0.333,72.7,378.0,1.0,0.0
VP-V001-202409,V001,Kovacs Precision GmbH,2024-09-01,8,declining,0.905,1.0,0.873,8.81,3,3,3,3,1.0,73.8,378.0,1.0,0.0
VP-V002-202409,V002,Tanaka Electrical KK,2024-09-01,8,stable,1.033,1.0,0.841,9.16,3,2,2,2,0.724,80.0,185.0,1.0,0.0
VP-V003-202409,V003,Patel Alloys Pvt Ltd,2024-09-01,8,improving,0.952,1.0,0.8,7.79,5,4,4,4,0.8,66.3,500.0,0.5,1.8
VP-V004-202409,V004,Strömberg Hydraulics AB,2024-09-01,8,stable,1.034,1.0,0.924,9.4,3,3,3,3,1.0,73.0,320.0,1.0,0.0
VP-V005-202409,V005,Cerro Negro Metals SA,2024-09-01,8,stable,0.847,0.75,0.817,7.76,5,5,5,4,0.8,74.5,334.0,0.5,3.0
VP-V006-202409,V006,Bright Spark Electronics Ltd,2024-09-01,8,stable,0.944,0.0,0.757,7.45,3,2,2,2,0.724,80.3,316.0,1.0,0.0
VP-V007-202409,V007,Nakamura Tooling Co.,2024-09-01,8,stable,1.039,1.0,0.844,9.21,3,2,2,1,0.409,77.2,230.0,1.0,0.0
VP-V008-202409,V008,Delta Composites Inc.,2024-09-01,8,stable,0.891,0.0,0.782,7.69,5,1,1,1,0.5,90.3,203.0,0.0,2.0
VP-V009-202409,V009,Fischer & Söhne KG,2024-09-01,8,stable,1.019,1.0,0.838,9.09,3,2,2,2,0.762,69.2,309.0,1.0,0.0
VP-V010-202409,V010,Adriatic Fastenings d.o.o.,2024-09-01,8,stable,0.86,1.0,0.815,7.39,3,3,3,3,0.6,80.8,587.0,0.667,2.0
VP-V011-202409,V011,Solaris Power Components,2024-09-01,8,stable,0.981,1.0,0.668,7.2,3,1,1,1,0.517,83.7,378.0,1.0,0.0
VP-V012-202409,V012,Indra Copper Works,2024-09-01,8,improving,0.928,1.0,0.866,8.44,5,2,2,2,0.5,77.8,318.0,1.0,0.0
VP-V013-202409,V013,Vantage Sensors GmbH,2024-09-01,8,stable,1.002,1.0,0.822,8.89,3,1,1,1,0.862,74.7,137.0,1.0,0.0
VP-V014-202409,V014,Coastal Alloys Pty Ltd,2024-09-01,8,stable,0.978,1.0,0.739,8.07,5,1,1,1,0.5,71.2,397.0,1.0,0.0
VP-V015-202409,V015,Nordic Steel AS,2024-09-01,8,stable,1.014,1.0,0.891,8.75,5,4,4,4,0.9,61.2,266.0,1.0,0.0
VP-V016-202409,V016,Precision Arc Systems,2024-09-01,8,stable,0.933,1.0,0.605,6.69,3,1,1,1,0.586,90.6,338.0,1.0,0.0
VP-V017-202409,V017,Türk Makina A.Ş.,2024-09-01,8,stable,0.849,0.819,0.749,7.15,0,0,0,0,0.8,84.7,355.0,,
VP-V018-202409,V018,Guangzhou Mech & Elec Co.,2024-09-01,8,collapse,0.896,1.0,0.681,5.74,3,2,2,2,0.517,87.1,482.0,1.0,0.0
VP-V019-202409,V019,Emerald Isle Castings Ltd,2024-09-01,8,stable,1.023,1.0,0.912,8.46,3,2,2,2,0.455,65.1,358.0,0.5,3.0
VP-V020-202409,V020,Rajasthan Rare Earths Ltd,2024-09-01,8,improving,0.94,1.0,0.797,7.73,5,5,5,5,0.6,71.0,194.0,1.0,0.0
VP-V021-202409,V021,Helios Micro Systems,2024-09-01,8,new_proving,0.976,1.0,0.796,8.08,3,3,3,2,0.517,54.8,428.0,1.0,0.0
VP-V022-202409,V022,Andean Precision SRL,2024-09-01,8,new_proving,0.862,0.876,0.75,7.25,3,2,2,0,0.118,72.5,287.0,,
VP-V023-202409,V023,Sahara Industrial FZE,2024-09-01,8,new_proving,0.908,1.0,0.738,6.85,5,1,1,1,0.1,85.2,430.0,0.0,1.0
VP-V024-202409,V024,BalticTech UAB,2024-09-01,8,new_proving,0.96,1.0,0.88,7.86,3,3,3,1,0.4,69.2,383.0,1.0,0.0
VP-V001-202410,V001,Kovacs Precision GmbH,2024-10-01,9,declining,0.939,1.0,0.895,9.43,4,4,4,4,1.0,68.6,103.0,0.5,6.8
VP-V002-202410,V002,Tanaka Electrical KK,2024-10-01,9,stable,1.025,1.0,0.875,9.15,3,2,2,2,0.731,79.7,368.0,1.0,0.0
VP-V003-202410,V003,Patel Alloys Pvt Ltd,2024-10-01,9,improving,0.943,1.0,0.834,8.16,4,4,4,4,0.857,57.1,269.0,0.5,4.5
VP-V004-202410,V004,Strömberg Hydraulics AB,2024-10-01,9,stable,1.061,1.0,0.844,9.35,3,3,3,3,1.0,60.3,202.0,1.0,0.0
VP-V005-202410,V005,Cerro Negro Metals SA,2024-10-01,9,stable,0.839,0.667,0.854,7.32,4,4,4,3,0.786,82.0,428.0,1.0,0.0
VP-V006-202410,V006,Bright Spark Electronics Ltd,2024-10-01,9,stable,0.942,0.5,0.711,6.94,3,2,2,2,0.731,84.3,433.0,0.5,3.5
VP-V007-202410,V007,Nakamura Tooling Co.,2024-10-01,9,stable,1.046,1.0,0.83,9.12,3,3,3,1,0.333,72.1,329.0,1.0,0.0
VP-V008-202410,V008,Delta Composites Inc.,2024-10-01,9,stable,0.869,0.5,0.806,7.77,4,2,2,2,0.5,84.8,268.0,0.5,3.5
VP-V009-202410,V009,Fischer & Söhne KG,2024-10-01,9,stable,1.004,1.0,0.85,8.77,4,3,3,3,0.714,58.5,254.0,1.0,0.0
VP-V010-202410,V010,Adriatic Fastenings d.o.o.,2024-10-01,9,stable,0.881,1.0,0.805,7.51,4,4,4,4,0.75,83.2,294.0,0.75,0.8
VP-V011-202410,V011,Solaris Power Components,2024-10-01,9,stable,0.992,0.5,0.709,7.31,3,2,2,2,0.615,90.1,312.0,1.0,0.0
VP-V012-202410,V012,Indra Copper Works,2024-10-01,9,improving,0.925,0.667,0.821,8.0,4,4,4,3,0.571,68.3,394.0,0.667,1.0
VP-V013-202410,V013,Vantage Sensors GmbH,2024-10-01,9,stable,1.018,1.0,0.824,8.86,3,3,3,3,0.846,73.2,173.0,0.667,5.3
VP-V014-202410,V014,Coastal Alloys Pty Ltd,2024-10-01,9,stable,0.94,0.5,0.795,7.91,4,3,3,2,0.5,66.7,371.0,0.5,2.5
VP-V015-202410,V015,Nordic Steel AS,2024-10-01,9,stable,1.009,1.0,0.941,8.98,4,4,4,4,0.929,66.3,225.0,0.75,5.5
VP-V016-202410,V016,Precision Arc Systems,2024-10-01,9,stable,0.915,1.0,0.64,6.78,3,2,2,1,0.577,84.4,338.0,1.0,0.0
VP-V017-202410,V017,Türk Makina A.Ş.,2024-10-01,9,stable,0.859,1.0,0.876,7.55,3,2,2,2,0.737,89.3,270.0,1.0,0.0
VP-V018-202410,V018,Guangzhou Mech & Elec Co.,2024-10-01,9,collapse,0.926,1.0,0.668,5.51,3,2,2,1,0.385,87.3,337.0,1.0,0.0
VP-V019-202410,V019,Emerald Isle Castings Ltd,2024-10-01,9,stable,1.014,1.0,0.871,8.85,4,3,3,1,0.5,66.2,337.0,1.0,0.0
VP-V020-202410,V020,Rajasthan Rare Earths Ltd,2024-10-01,9,improving,0.898,1.0,0.815,7.86,4,4,4,2,0.571,66.7,245.0,1.0,0.0
VP-V021-202410,V021,Helios Micro Systems,2024-10-01,9,new_proving,0.958,1.0,0.803,8.52,3,1,1,1,0.615,61.0,349.0,1.0,0.0
VP-V022-202410,V022,Andean Precision SRL,2024-10-01,9,new_proving,0.848,0.885,0.78,6.89,3,2,2,0,0.111,80.1,369.0,,
VP-V023-202410,V023,Sahara Industrial FZE,2024-10-01,9,new_proving,0.882,0.781,0.781,6.56,4,3,3,0,0.071,78.7,346.0,,
VP-V024-202410,V024,BalticTech UAB,2024-10-01,9,new_proving,0.961,0.0,0.868,8.02,4,1,1,1,0.409,63.9,454.0,1.0,0.0
VP-V001-202411,V001,Kovacs Precision GmbH,2024-11-01,10,declining,0.94,0.5,0.874,8.78,3,2,2,2,0.944,68.9,248.0,0.5,2.0
VP-V002-202411,V002,Tanaka Electrical KK,2024-11-01,10,stable,1.034,1.0,0.827,8.96,5,4,4,4,0.714,80.7,292.0,0.5,8.0
VP-V003-202411,V003,Patel Alloys Pvt Ltd,2024-11-01,10,improving,0.933,1.0,0.775,7.99,4,4,4,3,0.833,61.6,517.0,0.667,2.3
VP-V004-202411,V004,Strömberg Hydraulics AB,2024-11-01,10,stable,1.04,1.0,0.89,9.06,3,3,3,3,1.0,69.6,237.0,1.0,0.0
VP-V005-202411,V005,Cerro Negro Metals SA,2024-11-01,10,stable,0.857,1.0,0.834,7.61,4,3,3,3,0.778,78.3,293.0,0.667,8.0
VP-V006-202411,V006,Bright Spark Electronics Ltd,2024-11-01,10,stable,0.98,1.0,0.666,7.14,5,3,3,3,0.714,81.8,218.0,0.333,9.0
VP-V007-202411,V007,Nakamura Tooling Co.,2024-11-01,10,stable,1.066,1.0,0.835,9.01,2,2,2,2,0.438,76.0,231.0,1.0,0.0
VP-V008-202411,V008,Delta Composites Inc.,2024-11-01,10,stable,0.877,0.5,0.846,7.68,4,3,3,2,0.5,88.1,487.0,1.0,0.0
VP-V009-202411,V009,Fischer & Söhne KG,2024-11-01,10,stable,1.007,1.0,0.865,8.96,3,3,3,3,0.778,69.4,400.0,0.667,13.7
VP-V010-202411,V010,Adriatic Fastenings d.o.o.,2024-11-01,10,stable,0.867,1.0,0.836,7.32,2,2,2,2,0.867,75.9,337.0,1.0,0.0
VP-V011-202411,V011,Solaris Power Components,2024-11-01,10,stable,0.988,1.0,0.712,6.82,5,2,2,2,0.536,83.8,377.0,1.0,0.0
VP-V012-202411,V012,Indra Copper Works,2024-11-01,10,improving,0.914,1.0,0.838,8.69,4,4,4,3,0.611,69.7,349.0,0.333,6.3
VP-V013-202411,V013,Vantage Sensors GmbH,2024-11-01,10,stable,1.011,1.0,0.787,8.58,5,3,3,3,0.786,71.4,231.0,0.667,3.3
VP-V014-202411,V014,Coastal Alloys Pty Ltd,2024-11-01,10,stable,0.961,0.5,0.784,8.05,4,2,2,2,0.5,69.4,368.0,1.0,0.0
VP-V015-202411,V015,Nordic Steel AS,2024-11-01,10,stable,0.988,1.0,0.841,8.85,4,4,4,3,0.889,68.4,386.0,0.667,7.3
VP-V016-202411,V016,Precision Arc Systems,2024-11-01,10,stable,0.92,0.5,0.604,6.71,5,3,3,2,0.571,92.2,319.0,1.0,0.0
VP-V017-202411,V017,Türk Makina A.Ş.,2024-11-01,10,stable,0.861,1.0,0.835,7.23,3,2,2,1,0.714,83.4,360.0,0.0,2.0
VP-V018-202411,V018,Guangzhou Mech & Elec Co.,2024-11-01,10,collapse,0.964,1.0,0.605,5.8,5,3,3,3,0.464,87.6,452.0,0.667,2.3
VP-V019-202411,V019,Emerald Isle Castings Ltd,2024-11-01,10,stable,1.014,1.0,0.833,8.51,3,3,3,1,0.412,63.9,355.0,0.0,26.0
VP-V020-202411,V020,Rajasthan Rare Earths Ltd,2024-11-01,10,improving,0.908,1.0,0.821,8.19,4,3,3,2,0.556,70.1,309.0,1.0,0.0
VP-V021-202411,V021,Helios Micro Systems,2024-11-01,10,new_proving,0.973,1.0,0.873,8.25,5,4,4,4,0.643,57.2,151.0,0.75,0.8
VP-V022-202411,V022,Andean Precision SRL,2024-11-01,10,new_proving,0.854,0.873,0.768,6.78,2,2,2,0,0.0,71.6,321.0,,
VP-V023-202411,V023,Sahara Industrial FZE,2024-11-01,10,new_proving,0.896,0.0,0.75,6.75,4,4,4,2,0.167,77.0,372.0,0.5,3.0
VP-V024-202411,V024,BalticTech UAB,2024-11-01,10,new_proving,0.972,0.0,0.925,7.94,3,2,2,1,0.353,67.0,165.0,0.0,2.0
VP-V001-202412,V001,Kovacs Precision GmbH,2024-12-01,11,declining,0.934,1.0,0.833,9.22,2,1,1,1,0.882,66.0,248.0,1.0,0.0
VP-V002-202412,V002,Tanaka Electrical KK,2024-12-01,11,stable,1.03,1.0,0.776,8.78,10,8,8,8,0.758,77.6,250.0,0.875,0.1
VP-V003-202412,V003,Patel Alloys Pvt Ltd,2024-12-01,11,improving,0.935,0.887,0.815,7.98,1,1,1,0,0.765,67.1,286.0,,
VP-V004-202412,V004,Strömberg Hydraulics AB,2024-12-01,11,stable,1.03,1.0,0.848,9.21,1,1,1,1,1.0,71.1,280.0,1.0,0.0
VP-V005-202412,V005,Cerro Negro Metals SA,2024-12-01,11,stable,0.82,1.0,0.817,7.65,1,1,1,1,0.824,86.2,336.0,1.0,0.0
VP-V006-202412,V006,Bright Spark Electronics Ltd,2024-12-01,11,stable,0.955,1.0,0.73,6.97,10,7,7,7,0.727,80.4,372.0,0.714,1.3
VP-V007-202412,V007,Nakamura Tooling Co.,2024-12-01,11,stable,1.059,1.0,0.842,9.06,2,2,2,2,0.533,80.7,283.0,1.0,0.0
VP-V008-202412,V008,Delta Composites Inc.,2024-12-01,11,stable,0.861,1.0,0.765,7.7,1,1,1,1,0.471,90.6,256.0,1.0,0.0
VP-V009-202412,V009,Fischer & Söhne KG,2024-12-01,11,stable,1.056,1.0,0.836,9.19,2,1,1,1,0.765,68.1,324.0,1.0,0.0
VP-V010-202412,V010,Adriatic Fastenings d.o.o.,2024-12-01,11,stable,0.879,1.0,0.858,7.49,1,1,1,1,0.929,82.5,314.0,0.0,5.0
VP-V011-202412,V011,Solaris Power Components,2024-12-01,11,stable,0.986,0.333,0.691,7.17,10,7,7,6,0.515,89.2,449.0,0.667,1.2
VP-V012-202412,V012,Indra Copper Works,2024-12-01,11,improving,0.881,1.0,0.855,8.56,1,1,1,1,0.647,72.7,133.0,0.0,7.0
VP-V013-202412,V013,Vantage Sensors GmbH,2024-12-01,11,stable,1.029,0.875,0.845,8.82,10,8,8,8,0.788,77.7,327.0,0.875,0.2
VP-V014-202412,V014,Coastal Alloys Pty Ltd,2024-12-01,11,stable,0.955,1.0,0.775,7.95,1,1,1,1,0.471,73.9,252.0,1.0,0.0
VP-V015-202412,V015,Nordic Steel AS,2024-12-01,11,stable,0.999,1.0,0.883,8.53,1,1,1,1,0.882,68.5,254.0,1.0,0.0
VP-V016-202412,V016,Precision Arc Systems,2024-12-01,11,stable,0.923,0.429,0.708,6.51,10,7,7,7,0.576,89.6,395.0,0.571,3.4
VP-V017-202412,V017,Türk Makina A.Ş.,2024-12-01,11,stable,0.848,1.0,0.852,7.3,2,1,1,1,0.615,88.1,447.0,1.0,0.0
VP-V018-202412,V018,Guangzhou Mech & Elec Co.,2024-12-01,11,collapse,0.989,0.8,0.498,5.15,10,7,7,5,0.455,87.2,468.0,0.6,1.6
VP-V019-202412,V019,Emerald Isle Castings Ltd,2024-12-01,11,stable,1.033,1.0,0.898,8.76,2,2,2,1,0.438,71.8,229.0,1.0,0.0
VP-V020-202412,V020,Rajasthan Rare Earths Ltd,2024-12-01,11,improving,0.933,0.826,0.767,8.27,1,1,1,0,0.588,76.0,342.0,,
VP-V021-202412,V021,Helios Micro Systems,2024-12-01,11,new_proving,0.982,1.0,0.895,8.52,10,8,8,6,0.636,62.6,336.0,1.0,0.0
VP-V022-202412,V022,Andean Precision SRL,2024-12-01,11,new_proving,0.857,1.0,0.803,6.92,2,2,2,1,0.071,71.4,351.0,1.0,0.0
VP-V023-202412,V023,Sahara Industrial FZE,2024-12-01,11,new_proving,0.892,0.823,0.775,6.83,1,0,0,0,0.176,82.0,228.0,,
VP-V024-202412,V024,BalticTech UAB,2024-12-01,11,new_proving,0.969,1.0,0.896,8.03,2,2,2,1,0.353,64.3,160.0,1.0,0.0
VP-V001-202501,V001,Kovacs Precision GmbH,2025-01-01,12,declining,0.938,1.0,0.843,9.23,4,3,3,3,0.842,76.2,266.0,1.0,0.0
VP-V002-202501,V002,Tanaka Electrical KK,2025-01-01,12,stable,1.036,1.0,0.841,9.03,8,8,8,8,0.857,71.7,169.0,0.75,0.2
VP-V003-202501,V003,Patel Alloys Pvt Ltd,2025-01-01,12,improving,0.95,1.0,0.833,7.79,2,2,2,2,0.778,69.7,323.0,1.0,0.0
VP-V004-202501,V004,Strömberg Hydraulics AB,2025-01-01,12,stable,1.045,1.0,0.869,9.33,3,3,3,3,1.0,70.1,172.0,1.0,0.0
VP-V005-202501,V005,Cerro Negro Metals SA,2025-01-01,12,stable,0.853,1.0,0.846,7.78,2,2,2,1,0.778,74.5,281.0,1.0,0.0
VP-V006-202501,V006,Bright Spark Electronics Ltd,2025-01-01,12,stable,0.968,1.0,0.69,7.3,8,4,4,4,0.657,78.9,413.0,0.5,1.8
VP-V007-202501,V007,Nakamura Tooling Co.,2025-01-01,12,stable,1.051,1.0,0.8,9.08,3,2,2,2,0.625,88.1,334.0,0.5,1.0
VP-V008-202501,V008,Delta Composites Inc.,2025-01-01,12,stable,0.877,1.0,0.796,7.77,2,2,2,1,0.444,88.5,350.0,1.0,0.0
VP-V009-202501,V009,Fischer & Söhne KG,2025-01-01,12,stable,1.021,0.5,0.817,8.88,4,2,2,2,0.684,75.8,173.0,0.5,2.0
VP-V010-202501,V010,Adriatic Fastenings d.o.o.,2025-01-01,12,stable,0.854,1.0,0.791,7.36,4,4,4,4,0.938,82.8,427.0,0.75,0.5
VP-V011-202501,V011,Solaris Power Components,2025-01-01,12,stable,1.002,0.75,0.671,7.16,8,8,8,8,0.629,88.2,411.0,0.875,2.6
VP-V012-202501,V012,Indra Copper Works,2025-01-01,12,improving,0.88,1.0,0.814,8.69,2,2,2,2,0.722,74.2,238.0,1.0,0.0
VP-V013-202501,V013,Vantage Sensors GmbH,2025-01-01,12,stable,1.008,0.833,0.811,8.65,8,6,6,6,0.771,80.1,375.0,1.0,0.0
VP-V014-202501,V014,Coastal Alloys Pty Ltd,2025-01-01,12,stable,0.931,1.0,0.826,8.2,2,2,2,1,0.444,72.9,339.0,1.0,0.0
VP-V015-202501,V015,Nordic Steel AS,2025-01-01,12,stable,1.0,1.0,0.846,9.39,2,2,2,2,0.889,69.6,194.0,0.5,1.0
VP-V016-202501,V016,Precision Arc Systems,2025-01-01,12,stable,0.903,1.0,0.615,7.24,8,5,5,5,0.543,90.9,192.0,1.0,0.0
VP-V017-202501,V017,Türk Makina A.Ş.,2025-01-01,12,stable,0.855,1.0,0.785,7.38,4,3,3,2,0.6,86.3,330.0,1.0,0.0
VP-V018-202501,V018,Guangzhou Mech & Elec Co.,2025-01-01,12,collapse,1.022,0.795,0.508,4.94,8,3,3,0,0.371,88.7,565.0,,
VP-V019-202501,V019,Emerald Isle Castings Ltd,2025-01-01,12,stable,1.02,1.0,0.843,8.74,4,4,4,3,0.474,67.5,406.0,1.0,0.0
VP-V020-202501,V020,Rajasthan Rare Earths Ltd,2025-01-01,12,improving,0.92,0.907,0.813,8.22,2,2,2,0,0.556,71.3,198.0,,
VP-V021-202501,V021,Helios Micro Systems,2025-01-01,12,new_proving,0.995,1.0,0.867,7.64,8,8,8,7,0.657,64.6,205.0,0.714,1.4
VP-V022-202501,V022,Andean Precision SRL,2025-01-01,12,new_proving,0.842,0.888,0.848,6.93,4,4,4,0,0.059,75.8,181.0,,
VP-V023-202501,V023,Sahara Industrial FZE,2025-01-01,12,new_proving,0.888,0.0,0.813,7.0,2,2,2,1,0.222,87.0,549.0,1.0,0.0
VP-V024-202501,V024,BalticTech UAB,2025-01-01,12,new_proving,0.966,1.0,0.921,8.5,2,2,2,1,0.412,61.1,227.0,0.0,1.0
VP-V001-202502,V001,Kovacs Precision GmbH,2025-02-01,13,declining,0.913,1.0,0.858,9.42,2,2,2,2,0.833,67.9,212.0,1.0,0.0
VP-V002-202502,V002,Tanaka Electrical KK,2025-02-01,13,stable,1.031,1.0,0.767,8.81,8,5,5,5,0.784,77.2,239.0,0.8,0.6
VP-V003-202502,V003,Patel Alloys Pvt Ltd,2025-02-01,13,improving,0.929,0.904,0.838,8.65,0,0,0,0,0.812,65.7,354.0,,
VP-V004-202502,V004,Strömberg Hydraulics AB,2025-02-01,13,stable,1.057,1.0,0.883,9.18,1,1,1,1,1.0,72.2,137.0,1.0,0.0
VP-V005-202502,V005,Cerro Negro Metals SA,2025-02-01,13,stable,0.857,0.838,0.856,7.36,0,0,0,0,0.75,82.6,304.0,,
VP-V006-202502,V006,Bright Spark Electronics Ltd,2025-02-01,13,stable,0.976,1.0,0.676,7.23,8,4,4,4,0.595,83.8,256.0,1.0,0.0
VP-V007-202502,V007,Nakamura Tooling Co.,2025-02-01,13,stable,1.051,1.0,0.835,9.07,2,2,2,2,0.667,80.5,306.0,0.5,3.0
VP-V008-202502,V008,Delta Composites Inc.,2025-02-01,13,stable,0.868,0.778,0.812,7.48,0,0,0,0,0.438,86.4,267.0,,
VP-V009-202502,V009,Fischer & Söhne KG,2025-02-01,13,stable,1.006,1.0,0.855,8.96,2,2,2,2,0.722,76.6,266.0,1.0,0.0
VP-V010-202502,V010,Adriatic Fastenings d.o.o.,2025-02-01,13,stable,0.892,1.0,0.773,7.17,2,2,2,2,1.0,78.5,489.0,0.5,3.0
VP-V011-202502,V011,Solaris Power Components,2025-02-01,13,stable,1.011,0.75,0.666,6.84,8,4,4,4,0.622,83.3,208.0,1.0,0.0
VP-V012-202502,V012,Indra Copper Works,2025-02-01,13,improving,0.899,0.958,0.825,8.66,0,0,0,0,0.688,72.6,230.0,,
VP-V013-202502,V013,Vantage Sensors GmbH,2025-02-01,13,stable,1.016,1.0,0.824,8.51,8,8,8,8,0.784,72.2,322.0,1.0,0.0
VP-V014-202502,V014,Coastal Alloys Pty Ltd,2025-02-01,13,stable,0.956,0.855,0.796,7.67,0,0,0,0,0.438,74.5,363.0,,
VP-V015-202502,V015,Nordic Steel AS,2025-02-01,13,stable,0.985,0.932,0.804,8.74,0,0,0,0,0.875,72.3,359.0,,
VP-V016-202502,V016,Precision Arc Systems,2025-02-01,13,stable,0.93,1.0,0.586,6.86,8,5,5,4,0.541,85.9,405.0,0.25,5.8
VP-V017-202502,V017,Türk Makina A.Ş.,2025-02-01,13,stable,0.857,0.804,0.81,7.37,2,2,2,0,0.429,84.5,294.0,,
VP-V018-202502,V018,Guangzhou Mech & Elec Co.,2025-02-01,13,collapse,1.022,1.0,0.43,4.81,8,3,3,2,0.351,84.9,476.0,1.0,0.0
VP-V019-202502,V019,Emerald Isle Castings Ltd,2025-02-01,13,stable,1.032,1.0,0.844,8.69,2,1,1,1,0.5,62.0,357.0,1.0,0.0
VP-V020-202502,V020,Rajasthan Rare Earths Ltd,2025-02-01,13,improving,0.905,0.876,0.842,8.46,0,0,0,0,0.562,63.5,116.0,,
VP-V021-202502,V021,Helios Micro Systems,2025-02-01,13,new_proving,0.979,1.0,0.889,7.96,8,8,8,6,0.703,60.2,339.0,0.833,0.7
VP-V022-202502,V022,Andean Precision SRL,2025-02-01,13,new_proving,0.871,0.855,0.812,7.57,2,2,2,0,0.062,76.4,356.0,,
VP-V023-202502,V023,Sahara Industrial FZE,2025-02-01,13,new_proving,0.89,0.838,0.766,6.58,0,0,0,0,0.25,81.6,353.0,,
VP-V024-202502,V024,BalticTech UAB,2025-02-01,13,new_proving,0.975,0.869,0.96,7.99,1,1,1,0,0.333,66.5,173.0,,
VP-V001-202503,V001,Kovacs Precision GmbH,2025-03-01,14,declining,0.919,1.0,0.773,8.96,3,3,3,3,0.833,75.8,262.0,0.667,0.3
VP-V002-202503,V002,Tanaka Electrical KK,2025-03-01,14,stable,1.044,1.0,0.849,8.74,6,4,4,4,0.775,80.9,74.0,1.0,0.0
VP-V003-202503,V003,Patel Alloys Pvt Ltd,2025-03-01,14,improving,0.937,1.0,0.869,8.46,1,1,1,1,0.833,61.5,420.0,1.0,0.0
VP-V004-202503,V004,Strömberg Hydraulics AB,2025-03-01,14,stable,1.036,1.0,0.905,9.47,3,3,3,3,1.0,66.1,430.0,1.0,0.0
VP-V005-202503,V005,Cerro Negro Metals SA,2025-03-01,14,stable,0.843,0.0,0.804,7.63,1,1,1,1,0.75,88.5,220.0,1.0,0.0
VP-V006-202503,V006,Bright Spark Electronics Ltd,2025-03-01,14,stable,0.982,1.0,0.701,7.0,6,4,4,4,0.6,85.2,483.0,0.5,3.2
VP-V007-202503,V007,Nakamura Tooling Co.,2025-03-01,14,stable,1.025,1.0,0.871,9.42,3,3,3,2,0.733,71.2,395.0,0.0,4.0
VP-V008-202503,V008,Delta Composites Inc.,2025-03-01,14,stable,0.863,1.0,0.814,7.48,1,1,1,1,0.583,81.6,378.0,0.0,6.0
VP-V009-202503,V009,Fischer & Söhne KG,2025-03-01,14,stable,1.023,1.0,0.885,8.86,3,3,3,3,0.778,67.1,291.0,0.667,1.3
VP-V010-202503,V010,Adriatic Fastenings d.o.o.,2025-03-01,14,stable,0.884,1.0,0.844,7.56,4,3,3,1,0.824,78.4,399.0,1.0,0.0
VP-V011-202503,V011,Solaris Power Components,2025-03-01,14,stable,0.979,0.667,0.678,6.74,6,3,3,3,0.625,84.4,474.0,0.667,2.3
VP-V012-202503,V012,Indra Copper Works,2025-03-01,14,improving,0.901,1.0,0.852,8.36,1,1,1,1,0.833,60.2,252.0,0.0,12.0
VP-V013-202503,V013,Vantage Sensors GmbH,2025-03-01,14,stable,1.015,0.8,0.812,8.75,6,5,5,5,0.825,76.2,44.0,1.0,0.0
VP-V014-202503,V014,Coastal Alloys Pty Ltd,2025-03-01,14,stable,0.943,0.887,0.774,7.88,1,1,1,0,0.5,80.2,204.0,,
VP-V015-202503,V015,Nordic Steel AS,2025-03-01,14,stable,1.0,1.0,0.822,9.11,1,1,1,1,0.917,65.3,239.0,1.0,0.0
VP-V016-202503,V016,Precision Arc Systems,2025-03-01,14,stable,0.909,0.75,0.64,6.64,6,5,5,4,0.575,92.6,368.0,0.75,1.5
VP-V017-202503,V017,Türk Makina A.Ş.,2025-03-01,14,stable,0.873,0.0,0.772,7.1,4,3,3,1,0.389,91.7,308.0,1.0,0.0
VP-V018-202503,V018,Guangzhou Mech & Elec Co.,2025-03-01,14,collapse,0.994,1.0,0.466,4.39,6,3,3,1,0.3,86.6,511.0,1.0,0.0
VP-V019-202503,V019,Emerald Isle Castings Ltd,2025-03-01,14,stable,1.018,1.0,0.845,8.9,4,3,3,2,0.474,76.4,279.0,1.0,0.0
VP-V020-202503,V020,Rajasthan Rare Earths Ltd,2025-03-01,14,improving,0.911,0.936,0.819,8.23,1,1,1,0,0.333,71.3,357.0,,
VP-V021-202503,V021,Helios Micro Systems,2025-03-01,14,new_proving,0.973,1.0,0.907,8.23,6,5,5,4,0.7,68.3,391.0,0.75,7.5
VP-V022-202503,V022,Andean Precision SRL,2025-03-01,14,new_proving,0.872,1.0,0.841,6.87,4,4,4,2,0.176,80.4,298.0,1.0,0.0
VP-V023-202503,V023,Sahara Industrial FZE,2025-03-01,14,new_proving,0.921,0.831,0.76,6.6,1,1,1,0,0.25,86.1,523.0,,
